excluded_market_id,candidate_market_id,topic,candidate_question,original_slot_month,candidate_month,original_random_rank,decision,reason
567091,666123,Politics,Will turnout in the first round of the 2025 Chilean presidential election be between 47% and 49%?,2025-11,2025-11,442,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,666160,Politics,Will Evelyn Matthei win between 12% and 15% of votes in the first round?,2025-11,2025-11,449,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,567245,Politics,Will Tony Moreno win the 2025 Pittsburgh mayoral election?,2025-11,2025-11,455,skip_already_selected,Retained or allocated to an earlier slot.
567091,623207,Politics,Will Jason Miyares win the 2025 Virginia Attorney General election?,2025-11,2025-11,461,skip_related_family,Family already retained or allocated in this batch.
567091,567166,Politics,Will Saunteel Jenkins win the 2025 Detroit mayoral election?,2025-11,2025-11,466,skip_prior_determination,"Jenkins eliminated in August 5 primary, before November general-election cutoff and study window."
567091,666131,Politics,Will Jara win by 0-3%?,2025-11,2025-11,471,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,571956,Politics,Will Eduardo Artés win the 1st round of the 2025 Chilean presidential election?,2025-11,2025-11,476,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,585984,Politics,Will Cyrus Sajna win TX-18 Special Election?,2025-11,2025-11,481,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,556016,Politics,Will Curtis Sliwa drop out?,2025-11,2025-11,486,skip_scope,Candidate withdrawal announcement.
567091,593165,Politics,Will Abigail Spanberger win by 6-9%?,2025-11,2025-11,491,skip_related_family,Family already retained or allocated in this batch.
567091,590864,Politics,Will Democrats win between 50 and 54 seats in the 2025 Virginia House of Delegates election?,2025-11,2025-11,496,skip_related_family,Family already retained or allocated in this batch.
567091,578064,Politics,"Will Jorge ""Tuto"" Quiroga win by 10–15%?",2025-11,2025-10,205,skip_already_selected,Retained or allocated to an earlier slot.
567091,586581,Politics,Will PvdD be part of the next Government of the Netherlands?,2025-11,2025-10,217,skip_scope,"Government formation, appointment, endorsement, announcement or departure; not a public electoral outcome."
567091,587437,Politics,Will Roberto Occhiuto win Calabria Regional Election?,2025-11,2025-10,229,skip_already_selected,Retained or allocated to an earlier slot.
567091,580912,Politics,ANO wins 33% or more of vote in Czech election?,2025-11,2025-10,241,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,580918,Politics,Pirates wins 10% or more of vote in Czech election?,2025-11,2025-10,253,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,648705,Politics,Netherlands Parliamentary Election: D66 vs VVD,2025-11,2025-10,265,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,648703,Politics,Will D66 win 20 or more seats in the 2025 Netherlands parliamentary election?,2025-11,2025-10,275,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,648697,Politics,Will VVD win 14–15 seats in the 2025 Netherlands parliamentary election?,2025-11,2025-10,285,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,580920,Politics,Will turnout be less than 60% in the Czech election?,2025-11,2025-10,294,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,648695,Politics,Will JA21 win 13 or more seats in the 2025 Netherlands parliamentary election?,2025-11,2025-10,303,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,580914,Politics,SPOLU wins 20% or more of vote in Czech election?,2025-11,2025-10,312,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,580869,Politics,Will Starostové get less than 7% of the vote in the Czech election?,2025-11,2025-10,320,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,580928,Politics,Will Karel Havlíček be the next Prime Minister of the Czech Republic after the elections?,2025-11,2025-10,328,skip_scope,"Government formation, appointment, endorsement, announcement or departure; not a public electoral outcome."
567091,580916,Politics,SPD wins 14% or more of vote in Czech election?,2025-11,2025-10,336,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,617309,Politics,Paul Finebaum announces Alabama Senate run by December 31?,2025-11,2025-12,206,skip_scope,"Government formation, appointment, endorsement, announcement or departure; not a public electoral outcome."
567091,739846,Politics,Will Cătălin Drulă get between 10% and 15% of the vote in the Bucharest Mayoral election?,2025-11,2025-12,218,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,693255,Politics,Will Franco Parisi endorse José Antonio Kast for President of Chile?,2025-11,2025-12,230,skip_scope,"Government formation, appointment, endorsement, announcement or departure; not a public electoral outcome."
567091,562257,Politics,Romania Parliamentary Election called in 2025?,2025-11,2025-12,242,skip_scope,"Government formation, appointment, endorsement, announcement or departure; not a public electoral outcome."
567091,530829,Politics,Mark Carney out as leader of Liberals in 2025?,2025-11,2025-12,254,skip_scope,"Government formation, appointment, endorsement, announcement or departure; not a public electoral outcome."
567091,586028,Politics,Will Vincent Dixie win TN-7 Special Election?,2025-11,2025-12,266,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,704810,Politics,Will Ciucu win by 3-6%?,2025-11,2025-12,276,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,545313,Politics,Will the Patriotic Electoral Bloc win the most seats in the 2025 Moldova parliamentary election?,2025-11,2025-09,201,skip_already_selected,Retained or allocated to an earlier slot.
567091,586007,Politics,Will Eduardo Quintana win AZ-7 Special Election?,2025-11,2025-09,213,skip_already_selected,Retained or allocated to an earlier slot.
567091,586353,Politics,Will the Conservative Party (H) win between 29 and 31 seats in the Norwegian election?,2025-11,2025-09,225,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,578708,Politics,Will voter turnout in the 2025 Norwegian parliamentary election be between 70 and 72%?,2025-11,2025-09,237,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,578699,Politics,Liberal Party (V) wins 4% or more of vote in Norwegian election?,2025-11,2025-09,249,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,537136,Politics,Will H win the most seats in the next Norwegian parliamentary election?,2025-11,2025-09,261,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1235514,Politics,Will Tô Lâm be the next President of Vietnam?,2025-11,2026-01,208,skip_scope,"Government formation, appointment, endorsement, announcement or departure; not a public electoral outcome."
567091,695679,Politics,Will José Cardoso qualify for the second round of the 2026 Portugal presidential election?,2025-11,2026-01,220,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1065687,Politics,Will João Cotrim de Figueiredo win less than 10% of votes in the first round?,2025-11,2026-01,232,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,683281,Politics,Will Nathan James Nandala Mafabi win the 2026 Ugandan presidential election?,2025-11,2026-01,244,skip_already_selected,Retained or allocated to an earlier slot.
567091,1065665,Politics,Will Henrique Gouveia e Melo win less than 12% of votes in the first round?,2025-11,2026-01,256,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1245519,Politics,Will Partido Popular win 31-33 seats in the 2026 Aragon regional election?,2025-11,2026-02,202,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1271816,Politics,Will Palang Pracharath Party (PPRP) finish in third place by number of seats in the 2026 Thai legislative election?,2025-11,2026-02,214,skip_already_selected,Retained or allocated to an earlier slot.
567091,1230679,Politics,Will the Liberal Democratic Party win the second-most seats in the 2026 Japanese general election?,2025-11,2026-02,226,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,670208,Politics,Will AY win the most seats in the 2026 Costa Rican Legislative Assembly election?,2025-11,2026-02,238,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1336374,Politics,Will the Liberal Democratic Party win between 280 and 294 seats in the 2026 Japanese snap general election?,2025-11,2026-02,250,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1353128,Politics,Will the Bangladesh Jamaat-e-Islami (BJI) win between 70 and 99 seats in the Bangladesh parliamentary election?,2025-11,2026-02,262,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1271757,Politics,Will Democrat Party (DP) finish in second place by number of seats in the 2026 Thai legislative election?,2025-11,2026-02,272,skip_related_family,Family already retained or allocated in this batch.
567091,706054,Politics,Will Tyler Paul Smith win the GA-14 special election?,2025-11,2026-02,282,skip_already_selected,Retained or allocated to an earlier slot.
567091,1231067,Politics,Will turnout in the 2026 Japanese snap election be below 50%?,2025-11,2026-02,291,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1272509,Politics,Will the People’s Party (PPLE) win between 135 and 149 seats in the 2026 Thai legislative election?,2025-11,2026-02,300,skip_related_family,Family already retained or allocated in this batch.
567091,813511,Politics,Will FA win the second most seats in the 2026 Costa Rican Legislative Assembly election?,2025-11,2026-02,309,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1230482,Politics,Will the Conservative Party of Japan loose any seats in Japanese snap election?,2025-11,2026-02,317,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1272536,Politics,Will the Bhumjaithai Party (BJT) win between 120 and 129 seats in the 2026 Thai legislative election?,2025-11,2026-02,325,skip_related_family,Family already retained or allocated in this batch.
567091,1336956,Politics,Will Shafiqur Rahman be the next Prime Minister of Bangladesh after the Parliamentary election?,2025-11,2026-02,333,skip_scope,"Post-election appointment/coalition formation, not public electoral result."
567091,1253235,Politics,Will any presidential candidate win outright in the first round of Costa Rica's presidential election?,2025-11,2026-02,341,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1429452,Politics,Will Angeliki Stogia - Labour finish second in the Gorton and Denton by-election?,2025-11,2026-02,348,skip_already_selected,Retained or allocated to an earlier slot.
567091,1230040,Politics,Will CRA win 173+ seats in the Japanese snap election?,2025-11,2026-02,355,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1353119,Politics,Will the Bangladesh Nationalist Party (BNP) win between 100 and 149 seats in the Bangladesh parliamentary election?,2025-11,2026-02,362,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1343386,Politics,Will Gono Odhikar Parishad finish with the second most seats in the Bangladesh parliamentary election?,2025-11,2026-02,369,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,787709,Politics,Will Cammie Croft be the Democratic nominee for the NJ-11 special election?,2025-11,2026-02,376,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1272553,Politics,Will the Pheu Thai Party (PT) win between 100 and 109 seats in the 2026 Thai legislative election?,2025-11,2026-02,383,skip_related_family,Family already retained or allocated in this batch.
567091,1343422,Politics,Will the Bangladesh Nationalist Party finish with the third most seats in the Bangladesh parliamentary election?,2025-11,2026-02,390,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1278362,Politics,Will Bangladesh Jamaat-e-Islami (BJI) win the Bangladesh parliamentary election by between 3% and 6%?,2025-11,2026-02,397,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,923045,Politics,Will United Thai Nation Party (UTN) win the most seats in the 2026 Thai legislative election?,2025-11,2026-02,404,skip_related_family,Family already retained or allocated in this batch.
567091,1230804,Politics,Will Sanseitō be part of the governing coalition as a result of the 2026 Japanese snap election?,2025-11,2026-02,411,skip_scope,"Post-election appointment/coalition formation, not public electoral result."
567091,1429731,Politics,Will the margin of victory in the Gorton and Denton by-election be between 12% and 15%?,2025-11,2026-02,418,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1235180,Politics,Will the Democratic Party For the People win between 31 and 34 seats in the 2026 Japanese snap general election?,2025-11,2026-02,425,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1231078,Politics,Will LDP win a majority in the 2026 Japanese snap election?,2025-11,2026-02,432,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1235140,Politics,Will the Centrist Reform Alliance win fewer than 150 seats in the 2026 Japanese snap general election?,2025-11,2026-02,439,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1336685,Politics,Will the Liberal Democratic Party win by between 190 and 219 seats?,2025-11,2026-02,446,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,679228,Politics,Will Michael Swanson be the Democratic nominee for Senate in Texas?,2025-11,2026-03,204,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1449809,Politics,Will Student & Starter (StuSta) win the most seats in Utrecht’s 2026 municipal election?,2025-11,2026-03,216,skip_already_selected,Retained or allocated to an earlier slot.
567091,813537,Politics,2026 U.S. House Election: Republican Odds over 40% by March 31?,2025-11,2026-03,228,skip_scope,"Derivative price threshold, not real-world electoral outcome."
567091,1501172,Politics,Will PH win the second most seats in the 2026 Colombian Chamber of Representatives election?,2025-11,2026-03,240,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1192583,Politics,Will Erwann Davoux win the Marseille mayor election?,2025-11,2026-03,252,skip_scope,Mayor chosen by municipal councillors; apply approved public-electoral-contest scope consistently with Lyon.
567091,1572667,Politics,Will Sarah Knafo advance to the second round of the 2026 Paris municipal election?,2025-11,2026-03,264,skip_already_selected,Retained or allocated to an earlier slot.
567091,1569018,Politics,Will Inuit Ataqatigiit win the third most seats in the Danish Folketing in the 2026 Danish general election?,2025-11,2026-03,274,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1364011,Politics,Will CDU win the second most seats in the 2026 Rhineland-Palatinate parliamentary elections?,2025-11,2026-03,284,skip_already_selected,Retained or allocated to an earlier slot.
567091,814119,Politics,2026 U.S. Senate Election: Republican Odds over 90% by March 31?,2025-11,2026-03,293,skip_scope,Market-price derivative threshold.
567091,1348661,Politics,Will Cliff Johnson be the Democratic Nominee for MS-01?,2025-11,2026-03,302,skip_already_selected,Retained or allocated to an earlier slot.
567091,681421,Politics,Will Mark J.N. Doyle be the next Prime Minister of Saint Vincent and the Grenadines?,2025-11,2026-03,311,skip_scope,Post-election appointment and swearing-in.
567091,1575605,Politics,Will the Social Democrats’ Popular Vote Margin of Victory in the 2026 Denmark Parliamentary Election be greater than or equal to 15%?,2025-11,2026-03,319,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,907414,Politics,Will Andrew White win the 2026 Texas Governor Democratic primary election?,2025-11,2026-03,327,skip_prior_determination,"Andrew White withdrew January 5, before March 3 primary forecast."
567091,1340763,Politics,Will Brandon Herrera be the Republican nominee for TX-23?,2025-11,2026-03,335,skip_already_selected,Retained or allocated to an earlier slot.
567091,1654484,Politics,Will Jean-Philippe Veter be the next mayor of Strasbourg?,2025-11,2026-03,343,skip_scope,Councillors elect the mayor after the public municipal vote.
567091,1568933,Politics,Will turnout in the 2026 Danish general elections be below 80%?,2025-11,2026-03,350,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1097101,Politics,"Venezuela election scheduled by March 31, 2026?",2025-11,2026-03,357,skip_scope,Election scheduling announcement.
567091,1328296,Politics,Will Jasmine Crockett receive the most votes in the first round of the Democratic Senate primary in Texas?,2025-11,2026-03,364,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,679255,Politics,Will Steve Botsford Jr. be the Democratic nominee for Senate in Illinois?,2025-11,2026-03,371,skip_already_selected,Retained or allocated to an earlier slot.
567091,1555819,Politics,Will Mario Adinolfi win the 2026 Selvazzano Dentro by-election?,2025-11,2026-03,378,skip_already_selected,Retained or allocated to an earlier slot.
567091,569316,Politics,Will CR win the most seats in the 2026 Colombian Chamber of Representatives election?,2025-11,2026-03,385,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,737251,Politics,Will Rastriya Janamorcha win the most seats in the Nepal House of Representatives election?,2025-11,2026-03,392,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,704319,Politics,Will Trey Trainor be the Republican nominee for TX-21?,2025-11,2026-03,399,skip_already_selected,Retained or allocated to an earlier slot.
567091,666860,Politics,Trump out as President by March 31?,2025-11,2026-03,406,skip_scope,Unscheduled departure from office.
567091,1348642,Politics,Will Sean Casten be the Democratic Nominee for IL-06?,2025-11,2026-03,413,skip_already_selected,Retained or allocated to an earlier slot.
567091,1363899,Politics,Will BSW win the second most seats in the 2026 Baden-Württemberg parliamentary elections?,2025-11,2026-03,420,skip_already_selected,Retained or allocated to an earlier slot.
567091,799958,Politics,Will Sarah Adlakha be the Republican nominee for Senate from Mississippi?,2025-11,2026-03,427,skip_already_selected,Retained or allocated to an earlier slot.
567091,1609109,Politics,Will the Emmanuel Grégoire List win the most citywide list votes in the runoff of the 2026 Paris municipal election by 5–10%?,2025-11,2026-03,434,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1451226,Politics,Will Troels Lund Poulsen be the next prime minister of Denmark after the 2026 parliamentary elections?,2025-11,2026-03,441,skip_scope,Appointment of prime minister after election; excluded by approved scope.
567091,1449028,Politics,Will Conservative People’s Party win the most seats in the Danish Folketing in the 2026 Danish general election?,2025-11,2026-03,448,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
567091,1123267,Politics,Will Franz Tata García win the 2026 Sucre mayoral election?,2025-11,2026-03,454,skip_participation,Contract names Franz Tata Garcia for Sucre mayor. Contemporary candidate lists and electoral-authority reporting instead identify him as a Chuquisaca governor candidate; do not substitute that different office.
567091,1328387,Politics,Will any candidate win the Texas Republican Senate Primary outright? ,2025-11,2026-03,460,skip_already_selected,Retained or allocated to an earlier slot.
567091,904282,Politics,Will Ted Dabrowski win the 2026 Illinois Governor Republican primary election?,2025-11,2026-03,465,skip_already_selected,Retained or allocated to an earlier slot.
567091,539204,Politics,Will Workers' Party (WP) win the 2025 Singapore parliamentary election?,2025-11,2026-03,470,skip_event_window,"Rules explicitly target May 3, 2025 Singapore election, outside actual-event window."
567091,1245357,Politics,Will Partido Popular win <28 seats in the 2026 Castilla y León regional election?,2025-11,2026-03,475,skip_already_selected,Retained or allocated to an earlier slot.
567091,1228216,Politics,Will Miguel Cadima win the 2026 Santa Cruz gubernatorial election?,2025-11,2026-03,480,skip_already_selected,Retained or allocated to an earlier slot.
567091,1329072,Politics,Will Cornyn flip Paxton for Texas Rep Senate Primary Winner by March 2?,2025-11,2026-03,485,skip_scope,"Resolves on a Polymarket price-path comparison, not an electoral result."
567091,1449446,Politics,Will the Socialist Party (SP) win the most seats in Rotterdam’s 2026 municipal election?,2025-11,2026-03,490,scope_eligible_timing_pending,Most council seats in a specific public Rotterdam municipal election.
2760913,2822304,Politics,Will Katherine Haley be the Arizona State Treasurer Republican nominee?,2026-07,2026-07,207,skip_already_selected,Retained or allocated to an earlier slot.
2760913,2773375,Politics,Will Mark Rhoades Buckton win the 2026 Norfolk Police and Crime Commissioner by-election?,2026-07,2026-07,219,skip_already_selected,Retained or allocated to an earlier slot.
2760913,2472064,Politics,Will Spencer Pratt concede by July 2?,2026-07,2026-07,231,skip_scope,"Concession statement deadline, not a public vote outcome."
2760913,822239,Politics,Will Karrin Taylor Robson win the 2026 Arizona Governor Republican primary election?,2026-07,2026-07,243,skip_prior_determination,"Taylor Robson suspended campaign February 12, before July 21 primary forecast."
2760913,2685007,Politics,Will Democratic National Rally (RND) win the most seats in the 2026 Algerian parliamentary elections?,2026-07,2026-07,255,skip_already_selected,Retained or allocated to an earlier slot.
2760913,2790017,Politics,Will Bev Craig win the 2026 Greater Manchester mayoral election by 10–15%?,2026-07,2026-07,267,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
2760913,2683662,Politics,Will Dan Barker win the greatest number of valid first preference votes in the 2026 Greater Manchester Mayoral Election?,2026-07,2026-07,277,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
2760913,2760926,Politics,Will Brian Hualde be the AZ-05 Democratic nominee?,2026-07,2026-07,286,skip_already_selected,Retained or allocated to an earlier slot.
2760913,2757947,Politics,Will PH win the 2026 Johor general elections?,2026-07,2026-07,295,scope_eligible_timing_pending,"Scheduled July 11 Johor Assembly election, coalition seats target; full rules match scope. Verify election occurrence and timing."
543268,578064,Politics,"Will Jorge ""Tuto"" Quiroga win by 10–15%?",2025-10,2025-10,205,skip_already_selected,Retained or allocated to an earlier slot.
543268,586581,Politics,Will PvdD be part of the next Government of the Netherlands?,2025-10,2025-10,217,skip_scope,"Government formation, appointment, endorsement, announcement or departure; not a public electoral outcome."
543268,587437,Politics,Will Roberto Occhiuto win Calabria Regional Election?,2025-10,2025-10,229,skip_already_selected,Retained or allocated to an earlier slot.
543268,580912,Politics,ANO wins 33% or more of vote in Czech election?,2025-10,2025-10,241,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
543268,580918,Politics,Pirates wins 10% or more of vote in Czech election?,2025-10,2025-10,253,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
543268,648705,Politics,Netherlands Parliamentary Election: D66 vs VVD,2025-10,2025-10,265,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
543268,648703,Politics,Will D66 win 20 or more seats in the 2025 Netherlands parliamentary election?,2025-10,2025-10,275,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
543268,648697,Politics,Will VVD win 14–15 seats in the 2025 Netherlands parliamentary election?,2025-10,2025-10,285,skip_related_family,Same family as a retained or earlier allocated candidate in this replay.
